date,point de vente,ca ht,food ca,bev ca,total couverts,ticket moyen,autres ca,ms/c,température,précipitation,durée - soleil,année,mois,mois_nom,semaine_iso,day_of_year,day_name
2022-06-29,Guinguette,3724,0,0,0.0,0.0,3724,0,22.7,0.0,0.0,2022,6,June,26,180,Wednesday
2022-06-29,Le petit baigneur,204,0,0,0.0,0.0,204,0,22.7,0.0,0.0,2022,6,June,26,180,Wednesday
2022-06-29,Restaurant,4667,0,0,0.0,0.0,4667,0,22.7,0.0,0.0,2022,6,June,26,180,Wednesday
2022-06-28,Restaurant,6265,0,0,0.0,0.0,6265,0,19.7,0.0,0.0,2022,6,June,26,179,Tuesday
2022-06-27,Guinguette,101,0,0,0.0,0.0,101,0,20.1,0.1,0.0,2022,6,June,26,178,Monday
2022-06-27,Restaurant,1595,0,0,0.0,0.0,1595,0,20.1,0.1,0.0,2022,6,June,26,178,Monday
2022-06-26,Guinguette,7152,0,0,0.0,0.0,7152,0,21.3,0.0,0.0,2022,6,June,25,177,Sunday
2022-06-26,Le petit baigneur,1069,0,0,0.0,0.0,1069,0,21.3,0.0,0.0,2022,6,June,25,177,Sunday
2022-06-26,Restaurant,5612,0,0,0.0,0.0,5612,0,21.3,0.0,0.0,2022,6,June,25,177,Sunday
2022-06-25,Guinguette,8094,0,0,0.0,0.0,8094,0,20.5,2.0,0.0,2022,6,June,25,176,Saturday
2022-06-25,Le petit baigneur,1197,0,0,0.0,0.0,1197,0,20.5,2.0,0.0,2022,6,June,25,176,Saturday
2022-06-25,Restaurant,3335,0,0,0.0,0.0,3335,0,20.5,2.0,0.0,2022,6,June,25,176,Saturday
2022-06-24,Guinguette,1909,0,0,0.0,0.0,1909,0,18.2,14.7,0.0,2022,6,June,25,175,Friday
2022-06-24,Restaurant,2499,0,0,0.0,0.0,2499,0,18.2,14.7,0.0,2022,6,June,25,175,Friday
2022-06-23,Guinguette,690,0,0,0.0,0.0,690,0,20.8,0.0,0.0,2022,6,June,25,174,Thursday
2022-06-23,Le petit baigneur,849,0,0,0.0,0.0,849,0,20.8,0.0,0.0,2022,6,June,25,174,Thursday
2022-06-23,Restaurant,20417,0,0,0.0,0.0,20417,0,20.8,0.0,0.0,2022,6,June,25,174,Thursday
2022-06-22,Restaurant,2680,0,0,0.0,0.0,2680,0,21.8,0.0,0.0,2022,6,June,25,173,Wednesday
2022-06-19,Guinguette,8252,0,0,0.0,0.0,8252,0,27.5,0.0,0.0,2022,6,June,24,170,Sunday
2022-06-19,Le petit baigneur,1812,0,0,0.0,0.0,1812,0,27.5,0.0,0.0,2022,6,June,24,170,Sunday
2022-06-19,Restaurant,5476,0,0,0.0,0.0,5476,0,27.5,0.0,0.0,2022,6,June,24,170,Sunday
2022-06-18,Guinguette,9104,0,0,0.0,0.0,9104,0,26.3,0.0,0.0,2022,6,June,24,169,Saturday
2022-06-18,Le petit baigneur,1990,0,0,0.0,0.0,1990,0,26.3,0.0,0.0,2022,6,June,24,169,Saturday
2022-06-18,Restaurant,3750,0,0,0.0,0.0,3750,0,26.3,0.0,0.0,2022,6,June,24,169,Saturday
2022-06-17,Guinguette,6490,0,0,0.0,0.0,6490,0,25.4,0.0,0.0,2022,6,June,24,168,Friday
2022-06-17,Restaurant,4316,0,0,0.0,0.0,4316,0,25.4,0.0,0.0,2022,6,June,24,168,Friday
2022-06-16,Guinguette,5026,0,0,0.0,0.0,5026,0,25.8,0.4,0.0,2022,6,June,24,167,Thursday
2022-06-16,Restaurant,3378,0,0,0.0,0.0,3378,0,25.8,0.4,0.0,2022,6,June,24,167,Thursday
2022-06-15,Guinguette,5890,0,0,0.0,0.0,5890,0,24.3,0.8,0.0,2022,6,June,24,166,Wednesday
2022-06-15,Le petit baigneur,204,0,0,0.0,0.0,204,0,24.3,0.8,0.0,2022,6,June,24,166,Wednesday
2022-06-15,Restaurant,2943,0,0,0.0,0.0,2943,0,24.3,0.8,0.0,2022,6,June,24,166,Wednesday
2022-06-14,Restaurant,4782,0,0,0.0,0.0,4782,0,22.0,0.0,0.0,2022,6,June,24,165,Tuesday
2022-06-12,Guinguette,5653,0,0,0.0,0.0,5653,0,22.2,0.0,0.0,2022,6,June,23,163,Sunday
2022-06-12,Le petit baigneur,980,0,0,0.0,0.0,980,0,22.2,0.0,0.0,2022,6,June,23,163,Sunday
2022-06-12,Restaurant,4790,0,0,0.0,0.0,4790,0,22.2,0.0,0.0,2022,6,June,23,163,Sunday
2022-06-11,Guinguette,7769,0,0,0.0,0.0,7769,0,20.0,0.0,0.0,2022,6,June,23,162,Saturday
2022-06-11,Le petit baigneur,1612,0,0,0.0,0.0,1612,0,20.0,0.0,0.0,2022,6,June,23,162,Saturday
2022-06-11,Restaurant,4946,0,0,0.0,0.0,4946,0,20.0,0.0,0.0,2022,6,June,23,162,Saturday
2022-06-10,Guinguette,5661,0,0,0.0,0.0,5661,0,16.8,0.0,0.0,2022,6,June,23,161,Friday
2022-06-10,Restaurant,5866,0,0,0.0,0.0,5866,0,16.8,0.0,0.0,2022,6,June,23,161,Friday
2022-06-09,Guinguette,722,0,0,0.0,0.0,722,0,14.9,0.0,0.0,2022,6,June,23,160,Thursday
2022-06-09,Restaurant,10663,0,0,0.0,0.0,10663,0,14.9,0.0,0.0,2022,6,June,23,160,Thursday
2022-06-08,Restaurant,1980,0,0,0.0,0.0,1980,0,15.2,0.0,0.0,2022,6,June,23,159,Wednesday
2022-06-06,Guinguette,3665,0,0,0.0,0.0,3665,0,19.5,0.0,0.0,2022,6,June,23,157,Monday
2022-06-06,Le petit baigneur,854,0,0,0.0,0.0,854,0,19.5,0.0,0.0,2022,6,June,23,157,Monday
2022-06-06,Restaurant,3773,0,0,0.0,0.0,3773,0,19.5,0.0,0.0,2022,6,June,23,157,Monday
2022-06-05,Guinguette,3214,0,0,0.0,0.0,3214,0,20.9,9.7,0.0,2022,6,June,22,156,Sunday
2022-06-05,Restaurant,3362,0,0,0.0,0.0,3362,0,20.9,9.7,0.0,2022,6,June,22,156,Sunday
2022-06-04,Guinguette,8102,0,0,0.0,0.0,8102,0,23.4,0.0,0.0,2022,6,June,22,155,Saturday
2022-06-04,Le petit baigneur,1240,0,0,0.0,0.0,1240,0,23.4,0.0,0.0,2022,6,June,22,155,Saturday
2022-06-04,Restaurant,4858,0,0,0.0,0.0,4858,0,23.4,0.0,0.0,2022,6,June,22,155,Saturday
2022-06-03,Guinguette,3967,0,0,0.0,0.0,3967,0,20.4,3.8,0.0,2022,6,June,22,154,Friday
2022-06-03,Restaurant,3473,0,0,0.0,0.0,3473,0,20.4,3.8,0.0,2022,6,June,22,154,Friday
2022-06-02,Restaurant,2325,0,0,0.0,0.0,2325,0,18.9,0.0,0.0,2022,6,June,22,153,Thursday
2022-06-01,Guinguette,597,0,0,0.0,0.0,597,0,17.1,2.7,0.0,2022,6,June,22,152,Wednesday
2022-06-01,Restaurant,2778,0,0,0.0,0.0,2778,0,17.1,2.7,0.0,2022,6,June,22,152,Wednesday
2022-05-29,Guinguette,5408,0,0,0.0,0.0,5408,0,15.7,0.0,0.0,2022,5,May,21,149,Sunday
2022-05-29,Restaurant,7978,0,0,0.0,0.0,7978,0,15.7,0.0,0.0,2022,5,May,21,149,Sunday
2022-05-28,Guinguette,7764,0,0,0.0,0.0,7764,0,18.3,0.0,0.0,2022,5,May,21,148,Saturday
2022-05-28,Restaurant,4148,0,0,0.0,0.0,4148,0,18.3,0.0,0.0,2022,5,May,21,148,Saturday
2022-05-27,Guinguette,8065,0,0,0.0,0.0,8065,0,19.2,0.0,0.0,2022,5,May,21,147,Friday
2022-05-27,Restaurant,4012,0,0,0.0,0.0,4012,0,19.2,0.0,0.0,2022,5,May,21,147,Friday
2022-05-26,Guinguette,6794,0,0,0.0,0.0,6794,0,18.0,0.0,0.0,2022,5,May,21,146,Thursday
2022-05-26,Restaurant,2263,0,0,0.0,0.0,2263,0,18.0,0.0,0.0,2022,5,May,21,146,Thursday
2022-05-25,Guinguette,1871,0,0,0.0,0.0,1871,0,17.8,0.0,0.0,2022,5,May,21,145,Wednesday
2022-05-25,Restaurant,7329,0,0,0.0,0.0,7329,0,17.8,0.0,0.0,2022,5,May,21,145,Wednesday
2022-05-23,Restaurant,1176,0,0,0.0,0.0,1176,0,21.8,18.5,0.0,2022,5,May,21,143,Monday
2022-05-22,Guinguette,4011,0,0,0.0,0.0,4011,0,22.3,0.2,0.0,2022,5,May,20,142,Sunday
2022-05-22,Restaurant,2925,0,0,0.0,0.0,2925,0,22.3,0.2,0.0,2022,5,May,20,142,Sunday
2022-05-21,Guinguette,3804,0,0,0.0,0.0,3804,0,23.4,0.0,0.0,2022,5,May,20,141,Saturday
2022-05-21,Restaurant,4669,0,0,0.0,0.0,4669,0,23.4,0.0,0.0,2022,5,May,20,141,Saturday
2022-05-20,Restaurant,1834,0,0,0.0,0.0,1834,0,22.6,0.0,0.0,2022,5,May,20,140,Friday
2022-05-19,Restaurant,7152,0,0,0.0,0.0,7152,0,22.5,0.8,0.0,2022,5,May,20,139,Thursday
2022-05-18,Restaurant,2279,0,0,0.0,0.0,2279,0,22.2,0.0,0.0,2022,5,May,20,138,Wednesday
2022-05-16,Restaurant,2002,0,0,0.0,0.0,2002,0,19.2,0.2,0.0,2022,5,May,20,136,Monday
2022-05-15,Restaurant,4922,0,0,0.0,0.0,4922,0,20.1,1.1,0.0,2022,5,May,19,135,Sunday
2022-05-14,Restaurant,7096,0,0,0.0,0.0,7096,0,19.7,0.0,0.0,2022,5,May,19,134,Saturday
2022-05-13,Restaurant,3202,0,0,0.0,0.0,3202,0,19.6,0.0,0.0,2022,5,May,19,133,Friday
2022-05-12,Restaurant,4137,0,0,0.0,0.0,4137,0,19.8,0.0,0.0,2022,5,May,19,132,Thursday
2021-12-16,Restaurant,6327,0,0,0.0,0.0,6327,0,1.8,0.1,0.0,2021,12,December,50,350,Thursday
2021-11-09,Restaurant,18573,0,0,0.0,0.0,18573,0,6.0,0.0,0.0,2021,11,November,45,313,Tuesday
2021-09-29,Restaurant,1973,0,0,0.0,0.0,1973,0,15.1,0.0,0.0,2021,9,September,39,272,Wednesday
2021-09-25,Guinguette,1937,0,0,0.0,0.0,1937,0,16.6,4.0,0.0,2021,9,September,38,268,Saturday
2021-09-24,Guinguette,1873,0,0,0.0,0.0,1873,0,16.8,0.0,0.0,2021,9,September,38,267,Friday
2021-09-23,Guinguette,850,0,0,0.0,0.0,850,0,15.7,0.0,0.0,2021,9,September,38,266,Thursday
2021-09-22,Guinguette,384,0,0,0.0,0.0,384,0,13.3,0.0,0.0,2021,9,September,38,265,Wednesday
2021-09-21,Restaurant,43349,0,0,0.0,0.0,43349,0,13.6,0.2,0.0,2021,9,September,38,264,Tuesday
2021-09-20,Restaurant,7579,0,0,0.0,0.0,7579,0,10.1,6.3,0.0,2021,9,September,38,263,Monday
2021-09-19,Guinguette,1506,0,0,0.0,0.0,1506,0,9.6,18.0,0.0,2021,9,September,37,262,Sunday
2021-09-18,Guinguette,3047,0,0,0.0,0.0,3047,0,17.0,0.0,0.0,2021,9,September,37,261,Saturday
2021-09-17,Guinguette,2458,0,0,0.0,0.0,2458,0,16.3,0.4,0.0,2021,9,September,37,260,Friday
2021-09-15,Guinguette,667,0,0,0.0,0.0,667,0,16.2,23.9,0.0,2021,9,September,37,258,Wednesday
2021-09-12,Guinguette,3164,0,0,0.0,0.0,3164,0,18.2,0.0,0.0,2021,9,September,36,255,Sunday
2021-09-11,Guinguette,6093,0,0,0.0,0.0,6093,0,18.9,0.2,0.0,2021,9,September,36,254,Saturday
2021-09-10,Guinguette,1494,0,0,0.0,0.0,1494,0,17.0,2.2,0.0,2021,9,September,36,253,Friday
2021-09-08,Guinguette,2786,0,0,0.0,0.0,2786,0,20.3,0.0,0.0,2021,9,September,36,251,Wednesday
2021-09-05,Guinguette,6330,0,0,0.0,0.0,6330,0,19.9,0.0,0.0,2021,9,September,35,248,Sunday
2021-09-04,Guinguette,5899,0,0,0.0,0.0,5899,0,17.0,0.2,0.0,2021,9,September,35,247,Saturday
2021-09-03,Guinguette,623,0,0,0.0,0.0,623,0,15.4,0.0,0.0,2021,9,September,35,246,Friday
2021-09-02,Guinguette,4391,0,0,0.0,0.0,4391,0,18.1,0.0,0.0,2021,9,September,35,245,Thursday
2021-09-01,Guinguette,3110,0,0,0.0,0.0,3110,0,16.8,0.0,0.0,2021,9,September,35,244,Wednesday
2021-08-31,Guinguette,2391,0,0,0.0,0.0,2391,0,16.8,0.1,0.0,2021,8,August,35,243,Tuesday
2021-08-30,Guinguette,3633,0,0,0.0,0.0,3633,0,16.6,0.0,0.0,2021,8,August,35,242,Monday
2021-08-29,Guinguette,5619,0,0,0.0,0.0,5619,0,16.5,0.0,0.0,2021,8,August,34,241,Sunday
2021-08-29,Le petit baigneur,1287,0,0,0.0,0.0,1287,0,16.5,0.0,0.0,2021,8,August,34,241,Sunday
2021-08-28,Guinguette,8463,0,0,0.0,0.0,8463,0,16.8,0.0,0.0,2021,8,August,34,240,Saturday
2021-08-28,Le petit baigneur,1135,0,0,0.0,0.0,1135,0,16.8,0.0,0.0,2021,8,August,34,240,Saturday
2021-08-27,Guinguette,4491,0,0,0.0,0.0,4491,0,17.1,0.0,0.0,2021,8,August,34,239,Friday
2021-08-27,Le petit baigneur,273,0,0,0.0,0.0,273,0,17.1,0.0,0.0,2021,8,August,34,239,Friday
2021-08-26,Guinguette,6133,0,0,0.0,0.0,6133,0,17.8,0.0,0.0,2021,8,August,34,238,Thursday
2021-08-26,Le petit baigneur,986,0,0,0.0,0.0,986,0,17.8,0.0,0.0,2021,8,August,34,238,Thursday
2021-08-26,Restaurant,3119,0,0,0.0,0.0,3119,0,17.8,0.0,0.0,2021,8,August,34,238,Thursday
2021-08-25,Guinguette,5512,0,0,0.0,0.0,5512,0,17.4,0.0,0.0,2021,8,August,34,237,Wednesday
2021-08-25,Le petit baigneur,522,0,0,0.0,0.0,522,0,17.4,0.0,0.0,2021,8,August,34,237,Wednesday
2021-08-24,Guinguette,3825,0,0,0.0,0.0,3825,0,17.7,0.0,0.0,2021,8,August,34,236,Tuesday
2021-08-24,Le petit baigneur,392,0,0,0.0,0.0,392,0,17.7,0.0,0.0,2021,8,August,34,236,Tuesday
2021-08-23,Guinguette,4761,0,0,0.0,0.0,4761,0,19.2,0.0,0.0,2021,8,August,34,235,Monday
2021-08-23,Le petit baigneur,786,0,0,0.0,0.0,786,0,19.2,0.0,0.0,2021,8,August,34,235,Monday
2021-08-22,Guinguette,4481,0,0,0.0,0.0,4481,0,21.6,6.4,0.0,2021,8,August,33,234,Sunday
2021-08-22,Le petit baigneur,592,0,0,0.0,0.0,592,0,21.6,6.4,0.0,2021,8,August,33,234,Sunday
2021-08-21,Guinguette,8891,0,0,0.0,0.0,8891,0,20.9,0.0,0.0,2021,8,August,33,233,Saturday
2021-08-21,Le petit baigneur,3077,0,0,0.0,0.0,3077,0,20.9,0.0,0.0,2021,8,August,33,233,Saturday
2021-08-20,Guinguette,7584,0,0,0.0,0.0,7584,0,19.8,0.0,0.0,2021,8,August,33,232,Friday
2021-08-20,Le petit baigneur,899,0,0,0.0,0.0,899,0,19.8,0.0,0.0,2021,8,August,33,232,Friday
2021-08-19,Guinguette,7132,0,0,0.0,0.0,7132,0,18.4,0.0,0.0,2021,8,August,33,231,Thursday
2021-08-19,Le petit baigneur,896,0,0,0.0,0.0,896,0,18.4,0.0,0.0,2021,8,August,33,231,Thursday
2021-08-18,Guinguette,7169,0,0,0.0,0.0,7169,0,17.8,0.0,0.0,2021,8,August,33,230,Wednesday
2021-08-18,Le petit baigneur,1086,0,0,0.0,0.0,1086,0,17.8,0.0,0.0,2021,8,August,33,230,Wednesday
2021-08-17,Guinguette,5627,0,0,0.0,0.0,5627,0,17.9,0.8,0.0,2021,8,August,33,229,Tuesday
2021-08-17,Le petit baigneur,531,0,0,0.0,0.0,531,0,17.9,0.8,0.0,2021,8,August,33,229,Tuesday
2021-08-16,Guinguette,2187,0,0,0.0,0.0,2187,0,18.3,21.7,0.0,2021,8,August,33,228,Monday
2021-08-16,Le petit baigneur,200,0,0,0.0,0.0,200,0,18.3,21.7,0.0,2021,8,August,33,228,Monday
2021-08-15,Guinguette,8626,0,0,0.0,0.0,8626,0,23.8,9.3,0.0,2021,8,August,32,227,Sunday
2021-08-15,Le petit baigneur,2446,0,0,0.0,0.0,2446,0,23.8,9.3,0.0,2021,8,August,32,227,Sunday
2021-08-14,Guinguette,7702,0,0,0.0,0.0,7702,0,24.8,0.0,0.0,2021,8,August,32,226,Saturday
2021-08-14,Le petit baigneur,1856,0,0,0.0,0.0,1856,0,24.8,0.0,0.0,2021,8,August,32,226,Saturday
2021-08-13,Guinguette,7427,0,0,0.0,0.0,7427,0,23.7,0.9,0.0,2021,8,August,32,225,Friday
2021-08-13,Le petit baigneur,2036,0,0,0.0,0.0,2036,0,23.7,0.9,0.0,2021,8,August,32,225,Friday
2021-08-12,Guinguette,4511,0,0,0.0,0.0,4511,0,21.5,0.0,0.0,2021,8,August,32,224,Thursday
2021-08-12,Le petit baigneur,1483,0,0,0.0,0.0,1483,0,21.5,0.0,0.0,2021,8,August,32,224,Thursday
2021-08-11,Guinguette,7650,0,0,0.0,0.0,7650,0,22.7,0.0,0.0,2021,8,August,32,223,Wednesday
2021-08-11,Le petit baigneur,2341,0,0,0.0,0.0,2341,0,22.7,0.0,0.0,2021,8,August,32,223,Wednesday
2021-08-10,Guinguette,6977,0,0,0.0,0.0,6977,0,20.3,0.0,0.0,2021,8,August,32,222,Tuesday
2021-08-10,Le petit baigneur,1534,0,0,0.0,0.0,1534,0,20.3,0.0,0.0,2021,8,August,32,222,Tuesday
2021-08-09,Guinguette,5828,0,0,0.0,0.0,5828,0,17.3,0.0,0.0,2021,8,August,32,221,Monday
2021-08-09,Le petit baigneur,751,0,0,0.0,0.0,751,0,17.3,0.0,0.0,2021,8,August,32,221,Monday
2021-08-08,Guinguette,7535,0,0,0.0,0.0,7535,0,17.1,2.1,0.0,2021,8,August,31,220,Sunday
2021-08-08,Le petit baigneur,830,0,0,0.0,0.0,830,0,17.1,2.1,0.0,2021,8,August,31,220,Sunday
2021-08-07,Guinguette,1074,0,0,0.0,0.0,1074,0,13.9,41.8,0.0,2021,8,August,31,219,Saturday
2021-08-07,Le petit baigneur,41,0,0,0.0,0.0,41,0,13.9,41.8,0.0,2021,8,August,31,219,Saturday
2021-08-06,Guinguette,7293,0,0,0.0,0.0,7293,0,19.5,0.0,0.0,2021,8,August,31,218,Friday
2021-08-06,Le petit baigneur,963,0,0,0.0,0.0,963,0,19.5,0.0,0.0,2021,8,August,31,218,Friday
2021-08-06,Restaurant,2500,0,0,0.0,0.0,2500,0,19.5,0.0,0.0,2021,8,August,31,218,Friday
2021-08-05,Guinguette,4253,0,0,0.0,0.0,4253,0,17.1,5.6,0.0,2021,8,August,31,217,Thursday
2021-08-05,Le petit baigneur,86,0,0,0.0,0.0,86,0,17.1,5.6,0.0,2021,8,August,31,217,Thursday
2021-08-03,Guinguette,1316,0,0,0.0,0.0,1316,0,14.9,4.2,0.0,2021,8,August,31,215,Tuesday
2021-08-03,Le petit baigneur,83,0,0,0.0,0.0,83,0,14.9,4.2,0.0,2021,8,August,31,215,Tuesday
2021-08-02,Guinguette,7330,0,0,0.0,0.0,7330,0,16.7,0.4,0.0,2021,8,August,31,214,Monday
2021-08-02,Le petit baigneur,1018,0,0,0.0,0.0,1018,0,16.7,0.4,0.0,2021,8,August,31,214,Monday
2021-08-01,Guinguette,917,0,0,0.0,0.0,917,0,11.0,13.1,0.0,2021,8,August,30,213,Sunday
2021-07-31,Guinguette,3318,0,0,0.0,0.0,3318,0,17.9,9.4,0.0,2021,7,July,30,212,Saturday
2021-07-31,Le petit baigneur,142,0,0,0.0,0.0,142,0,17.9,9.4,0.0,2021,7,July,30,212,Saturday
2021-07-30,Guinguette,1453,0,0,0.0,0.0,1453,0,18.3,28.4,0.0,2021,7,July,30,211,Friday
2021-07-30,Le petit baigneur,242,0,0,0.0,0.0,242,0,18.3,28.4,0.0,2021,7,July,30,211,Friday
2021-07-29,Guinguette,6577,0,0,0.0,0.0,6577,0,20.5,0.2,0.0,2021,7,July,30,210,Thursday
2021-07-29,Le petit baigneur,1057,0,0,0.0,0.0,1057,0,20.5,0.2,0.0,2021,7,July,30,210,Thursday
2021-07-28,Guinguette,4480,0,0,0.0,0.0,4480,0,16.9,13.8,0.0,2021,7,July,30,209,Wednesday
2021-07-28,Le petit baigneur,424,0,0,0.0,0.0,424,0,16.9,13.8,0.0,2021,7,July,30,209,Wednesday
2021-07-27,Guinguette,4880,0,0,0.0,0.0,4880,0,18.0,1.9,0.0,2021,7,July,30,208,Tuesday
2021-07-27,Le petit baigneur,374,0,0,0.0,0.0,374,0,18.0,1.9,0.0,2021,7,July,30,208,Tuesday
2021-07-26,Le petit baigneur,488,0,0,0.0,0.0,488,0,20.5,12.9,0.0,2021,7,July,30,207,Monday
2021-07-25,Guinguette,6308,0,0,0.0,0.0,6308,0,20.7,1.3,0.0,2021,7,July,29,206,Sunday
2021-07-25,Le petit baigneur,1132,0,0,0.0,0.0,1132,0,20.7,1.3,0.0,2021,7,July,29,206,Sunday
2021-07-23,Guinguette,7009,0,0,0.0,0.0,7009,0,23.0,0.0,0.0,2021,7,July,29,204,Friday
2021-07-23,Le petit baigneur,1138,0,0,0.0,0.0,1138,0,23.0,0.0,0.0,2021,7,July,29,204,Friday
2021-07-22,Guinguette,6667,0,0,0.0,0.0,6667,0,22.7,0.0,0.0,2021,7,July,29,203,Thursday
2021-07-22,Le petit baigneur,911,0,0,0.0,0.0,911,0,22.7,0.0,0.0,2021,7,July,29,203,Thursday
2021-07-21,Guinguette,6084,0,0,0.0,0.0,6084,0,22.2,0.0,0.0,2021,7,July,29,202,Wednesday
2021-07-21,Le petit baigneur,762,0,0,0.0,0.0,762,0,22.2,0.0,0.0,2021,7,July,29,202,Wednesday
2021-07-20,Guinguette,6084,0,0,0.0,0.0,6084,0,22.4,0.0,0.0,2021,7,July,29,201,Tuesday
2021-07-20,Le petit baigneur,722,0,0,0.0,0.0,722,0,22.4,0.0,0.0,2021,7,July,29,201,Tuesday
2021-07-19,Guinguette,5119,0,0,0.0,0.0,5119,0,22.8,0.0,0.0,2021,7,July,29,200,Monday
2021-07-19,Le petit baigneur,483,0,0,0.0,0.0,483,0,22.8,0.0,0.0,2021,7,July,29,200,Monday
2021-07-18,Guinguette,7280,0,0,0.0,0.0,7280,0,22.0,0.0,0.0,2021,7,July,28,199,Sunday
2021-07-18,Le petit baigneur,1520,0,0,0.0,0.0,1520,0,22.0,0.0,0.0,2021,7,July,28,199,Sunday
2021-07-17,Guinguette,7362,0,0,0.0,0.0,7362,0,19.4,0.0,0.0,2021,7,July,28,198,Saturday
2021-07-17,Le petit baigneur,683,0,0,0.0,0.0,683,0,19.4,0.0,0.0,2021,7,July,28,198,Saturday
2021-07-16,Guinguette,2360,0,0,0.0,0.0,2360,0,17.6,7.1,0.0,2021,7,July,28,197,Friday
2021-07-12,Guinguette,3251,0,0,0.0,0.0,3251,0,20.1,0.0,0.0,2021,7,July,28,193,Monday
2021-07-12,Le petit baigneur,198,0,0,0.0,0.0,198,0,20.1,0.0,0.0,2021,7,July,28,193,Monday
2021-07-12,Restaurant,1868,0,0,0.0,0.0,1868,0,20.1,0.0,0.0,2021,7,July,28,193,Monday
2021-07-11,Guinguette,7758,0,0,0.0,0.0,7758,0,19.8,0.0,0.0,2021,7,July,27,192,Sunday
2021-07-10,Guinguette,3639,0,0,0.0,0.0,3639,0,18.6,6.7,0.0,2021,7,July,27,191,Saturday
2021-07-09,Guinguette,4876,0,0,0.0,0.0,4876,0,18.5,0.1,0.0,2021,7,July,27,190,Friday
2021-07-07,Restaurant,5002,0,0,0.0,0.0,5002,0,19.3,0.0,0.0,2021,7,July,27,188,Wednesday
2021-07-06,Guinguette,867,0,0,0.0,0.0,867,0,18.7,27.4,0.0,2021,7,July,27,187,Tuesday
2021-07-05,Guinguette,4299,0,0,0.0,0.0,4299,0,20.1,0.0,0.0,2021,7,July,27,186,Monday
2021-07-02,Guinguette,5118,0,0,0.0,0.0,5118,0,19.7,0.0,0.0,2021,7,July,26,183,Friday
2021-07-01,Guinguette,3075,0,0,0.0,0.0,3075,0,18.8,0.0,0.0,2021,7,July,26,182,Thursday
2021-07-01,Restaurant,221,0,0,0.0,0.0,221,0,18.8,0.0,0.0,2021,7,July,26,182,Thursday
2021-06-30,Guinguette,3081,0,0,0.0,0.0,3081,0,16.2,0.0,0.0,2021,6,June,26,181,Wednesday
2021-06-27,Guinguette,5184,0,0,0.0,0.0,5184,0,20.4,0.0,0.0,2021,6,June,25,178,Sunday
2021-06-26,Guinguette,8247,0,0,0.0,0.0,8247,0,18.4,0.0,0.0,2021,6,June,25,177,Saturday
2021-06-25,Guinguette,4522,0,0,0.0,0.0,4522,0,16.8,0.5,0.0,2021,6,June,25,176,Friday
2021-06-24,Guinguette,523,0,0,0.0,0.0,523,0,16.6,0.0,0.0,2021,6,June,25,175,Thursday
2021-06-23,Guinguette,1139,0,0,0.0,0.0,1139,0,18.7,9.8,0.0,2021,6,June,25,174,Wednesday
2021-06-20,Guinguette,2637,0,0,0.0,0.0,2637,0,21.1,0.0,0.0,2021,6,June,24,171,Sunday
2021-06-19,Guinguette,8004,0,0,0.0,0.0,8004,0,24.1,0.2,0.0,2021,6,June,24,170,Saturday
2021-06-18,Guinguette,4414,0,0,0.0,0.0,4414,0,23.6,0.1,0.0,2021,6,June,24,169,Friday
2021-06-17,Guinguette,2606,0,0,0.0,0.0,2606,0,23.8,4.4,0.0,2021,6,June,24,168,Thursday
2021-06-16,Guinguette,2569,0,0,0.0,0.0,2569,0,23.8,0.0,0.0,2021,6,June,24,167,Wednesday
2021-06-13,Guinguette,7034,0,0,0.0,0.0,7034,0,22.4,0.0,0.0,2021,6,June,23,164,Sunday
2021-06-12,Guinguette,105,0,0,0.0,0.0,105,0,21.1,0.0,0.0,2021,6,June,23,163,Saturday
2021-06-11,Guinguette,2518,0,0,0.0,0.0,2518,0,20.7,0.0,0.0,2021,6,June,23,162,Friday
2021-06-09,Guinguette,775,0,0,0.0,0.0,775,0,18.3,0.0,0.0,2021,6,June,23,160,Wednesday
2021-06-07,Restaurant,802,0,0,0.0,0.0,802,0,18.1,0.0,0.0,2021,6,June,23,158,Monday
2021-06-06,Guinguette,3440,0,0,0.0,0.0,3440,0,16.8,0.4,0.0,2021,6,June,22,157,Sunday
2021-06-06,Restaurant,1619,0,0,0.0,0.0,1619,0,16.8,0.4,0.0,2021,6,June,22,157,Sunday
2021-06-05,Guinguette,961,0,0,0.0,0.0,961,0,17.4,0.0,0.0,2021,6,June,22,156,Saturday
2021-06-04,Guinguette,1676,0,0,0.0,0.0,1676,0,19.5,0.0,0.0,2021,6,June,22,155,Friday
2021-06-03,Guinguette,794,0,0,0.0,0.0,794,0,19.1,0.6,0.0,2021,6,June,22,154,Thursday
2021-06-01,Restaurant,3872,0,0,0.0,0.0,3872,0,18.5,0.0,0.0,2021,6,June,22,152,Tuesday
2021-05-30,Guinguette,4324,0,0,0.0,0.0,4324,0,16.8,0.0,0.0,2021,5,May,21,150,Sunday
2021-05-29,Guinguette,5379,0,0,0.0,0.0,5379,0,17.0,0.0,0.0,2021,5,May,21,149,Saturday
2021-05-28,Guinguette,4979,0,0,0.0,0.0,4979,0,16.1,0.0,0.0,2021,5,May,21,148,Friday
2021-05-27,Guinguette,1265,0,0,0.0,0.0,1265,0,15.3,0.0,0.0,2021,5,May,21,147,Thursday
2021-05-24,Guinguette,2829,0,0,0.0,0.0,2829,0,12.1,0.0,0.0,2021,5,May,21,144,Monday
