date,point de vente,ca ht,food ca,bev ca,total couverts,ticket moyen,autres ca,ms/c,température,précipitation,durée - soleil,année,mois,mois_nom,semaine_iso,day_of_year,day_name
2023-05-14,Restaurant,3544,0,0,0.0,0.0,3544,0,12.6,0.3,0.0,2023,5,May,19,134,Sunday
2023-05-13,Restaurant,5405,0,0,0.0,0.0,5405,0,11.8,0.0,0.0,2023,5,May,19,133,Saturday
2023-05-12,Restaurant,833,0,0,0.0,0.0,833,0,11.8,0.4,0.0,2023,5,May,19,132,Friday
2023-05-11,Restaurant,5361,0,0,0.0,0.0,5361,0,11.9,0.3,0.0,2023,5,May,19,131,Thursday
2023-05-10,Restaurant,15408,0,0,0.0,0.0,15408,0,11.9,0.0,0.0,2023,5,May,19,130,Wednesday
2023-05-08,Restaurant,4148,0,0,0.0,0.0,4148,0,16.1,0.0,0.0,2023,5,May,19,128,Monday
2023-05-07,Restaurant,3313,0,0,0.0,0.0,3313,0,15.0,0.0,0.0,2023,5,May,18,127,Sunday
2023-05-06,Restaurant,4343,0,0,0.0,0.0,4343,0,17.5,0.0,0.0,2023,5,May,18,126,Saturday
2023-05-05,Restaurant,10527,0,0,0.0,0.0,10527,0,16.5,0.0,0.0,2023,5,May,18,125,Friday
2023-05-04,Restaurant,2804,0,0,0.0,0.0,2804,0,15.7,0.0,0.0,2023,5,May,18,124,Thursday
2023-05-03,Restaurant,1534,0,0,0.0,0.0,1534,0,14.3,0.0,0.0,2023,5,May,18,123,Wednesday
2023-05-01,Restaurant,855,0,0,0.0,0.0,855,0,12.4,0.0,0.0,2023,5,May,18,121,Monday
2023-04-30,Restaurant,3166,0,0,0.0,0.0,3166,0,12.7,0.7,0.0,2023,4,April,17,120,Sunday
2023-04-29,Restaurant,3028,0,0,0.0,0.0,3028,0,15.9,0.0,0.0,2023,4,April,17,119,Saturday
2023-04-28,Restaurant,1179,0,0,0.0,0.0,1179,0,17.4,2.9,0.0,2023,4,April,17,118,Friday
2023-04-06,Restaurant,8050,0,0,0.0,0.0,8050,0,7.0,0.0,0.0,2023,4,April,14,96,Thursday
2022-10-10,Restaurant,697,0,0,0.0,0.0,697,0,15.8,0.0,0.0,2022,10,October,41,283,Monday
2022-10-09,Restaurant,42,0,0,0.0,0.0,42,0,14.3,0.0,0.0,2022,10,October,40,282,Sunday
2022-10-08,Restaurant,2460,0,0,0.0,0.0,2460,0,15.4,0.0,0.0,2022,10,October,40,281,Saturday
2022-10-07,Restaurant,7227,0,0,0.0,0.0,7227,0,15.3,0.2,0.0,2022,10,October,40,280,Friday
2022-10-06,Restaurant,7562,0,0,0.0,0.0,7562,0,16.1,0.0,0.0,2022,10,October,40,279,Thursday
2022-10-05,Restaurant,855,0,0,0.0,0.0,855,0,14.7,0.2,0.0,2022,10,October,40,278,Wednesday
2022-10-02,Guinguette,3003,0,0,0.0,0.0,3003,0,16.2,0.0,0.0,2022,10,October,39,275,Sunday
2022-10-02,Restaurant,14725,0,0,0.0,0.0,14725,0,16.2,0.0,0.0,2022,10,October,39,275,Sunday
2022-09-30,Guinguette,1836,0,0,0.0,0.0,1836,0,9.0,0.1,0.0,2022,9,September,39,273,Friday
2022-09-30,Restaurant,3215,0,0,0.0,0.0,3215,0,9.0,0.1,0.0,2022,9,September,39,273,Friday
2022-09-29,Guinguette,1012,0,0,0.0,0.0,1012,0,10.9,0.0,0.0,2022,9,September,39,272,Thursday
2022-09-29,Restaurant,9698,0,0,0.0,0.0,9698,0,10.9,0.0,0.0,2022,9,September,39,272,Thursday
2022-09-27,Restaurant,5000,0,0,0.0,0.0,5000,0,11.1,0.0,0.0,2022,9,September,39,270,Tuesday
2022-09-25,Restaurant,1878,0,0,0.0,0.0,1878,0,12.2,14.7,0.0,2022,9,September,38,268,Sunday
2022-09-24,Restaurant,6187,0,0,0.0,0.0,6187,0,14.8,0.0,0.0,2022,9,September,38,267,Saturday
2022-09-23,Guinguette,1028,0,0,0.0,0.0,1028,0,13.9,0.8,0.0,2022,9,September,38,266,Friday
2022-09-23,Restaurant,3367,0,0,0.0,0.0,3367,0,13.9,0.8,0.0,2022,9,September,38,266,Friday
2022-09-22,Guinguette,2951,0,0,0.0,0.0,2951,0,12.5,0.0,0.0,2022,9,September,38,265,Thursday
2022-09-22,Restaurant,4328,0,0,0.0,0.0,4328,0,12.5,0.0,0.0,2022,9,September,38,265,Thursday
2022-09-21,Guinguette,2703,0,0,0.0,0.0,2703,0,12.2,0.0,0.0,2022,9,September,38,264,Wednesday
2022-09-21,Restaurant,7953,0,0,0.0,0.0,7953,0,12.2,0.0,0.0,2022,9,September,38,264,Wednesday
2022-09-20,Guinguette,4292,0,0,0.0,0.0,4292,0,12.4,0.0,0.0,2022,9,September,38,263,Tuesday
2022-09-18,Guinguette,7635,0,0,0.0,0.0,7635,0,11.7,0.0,0.0,2022,9,September,37,261,Sunday
2022-09-17,Guinguette,8705,0,0,0.0,0.0,8705,0,12.9,0.0,0.0,2022,9,September,37,260,Saturday
2022-09-17,Restaurant,5000,0,0,0.0,0.0,5000,0,12.9,0.0,0.0,2022,9,September,37,260,Saturday
2022-09-16,Guinguette,1480,0,0,0.0,0.0,1480,0,16.8,2.0,0.0,2022,9,September,37,259,Friday
2022-09-16,Restaurant,2316,0,0,0.0,0.0,2316,0,16.8,2.0,0.0,2022,9,September,37,259,Friday
2022-09-15,Guinguette,2170,0,0,0.0,0.0,2170,0,17.8,0.0,0.0,2022,9,September,37,258,Thursday
2022-09-15,Restaurant,2359,0,0,0.0,0.0,2359,0,17.8,0.0,0.0,2022,9,September,37,258,Thursday
2022-09-14,Restaurant,2285,0,0,0.0,0.0,2285,0,20.9,0.0,0.0,2022,9,September,37,257,Wednesday
2022-09-12,Guinguette,3493,0,0,0.0,0.0,3493,0,18.3,0.0,0.0,2022,9,September,37,255,Monday
2022-09-11,Guinguette,6959,0,0,0.0,0.0,6959,0,16.6,0.0,0.0,2022,9,September,36,254,Sunday
2022-09-11,Restaurant,3838,0,0,0.0,0.0,3838,0,16.6,0.0,0.0,2022,9,September,36,254,Sunday
2022-09-10,Guinguette,4740,0,0,0.0,0.0,4740,0,16.8,0.0,0.0,2022,9,September,36,253,Saturday
2022-09-10,Restaurant,1171,0,0,0.0,0.0,1171,0,16.8,0.0,0.0,2022,9,September,36,253,Saturday
2022-09-09,Guinguette,5864,0,0,0.0,0.0,5864,0,18.1,0.0,0.0,2022,9,September,36,252,Friday
2022-09-09,Restaurant,3316,0,0,0.0,0.0,3316,0,18.1,0.0,0.0,2022,9,September,36,252,Friday
2022-09-08,Guinguette,5815,0,0,0.0,0.0,5815,0,19.3,0.0,0.0,2022,9,September,36,251,Thursday
2022-09-08,Restaurant,4196,0,0,0.0,0.0,4196,0,19.3,0.0,0.0,2022,9,September,36,251,Thursday
2022-09-07,Guinguette,2560,0,0,0.0,0.0,2560,0,21.2,0.0,0.0,2022,9,September,36,250,Wednesday
2022-09-07,Restaurant,2885,0,0,0.0,0.0,2885,0,21.2,0.0,0.0,2022,9,September,36,250,Wednesday
2022-09-04,Guinguette,8044,0,0,0.0,0.0,8044,0,21.0,0.0,0.0,2022,9,September,35,247,Sunday
2022-09-04,Le petit baigneur,824,0,0,0.0,0.0,824,0,21.0,0.0,0.0,2022,9,September,35,247,Sunday
2022-09-04,Restaurant,4320,0,0,0.0,0.0,4320,0,21.0,0.0,0.0,2022,9,September,35,247,Sunday
2022-09-03,Guinguette,2328,0,0,0.0,0.0,2328,0,19.3,0.0,0.0,2022,9,September,35,246,Saturday
2022-09-03,Restaurant,6666,0,0,0.0,0.0,6666,0,19.3,0.0,0.0,2022,9,September,35,246,Saturday
2022-09-02,Guinguette,1912,0,0,0.0,0.0,1912,0,19.2,0.0,0.0,2022,9,September,35,245,Friday
2022-09-02,Restaurant,10511,0,0,0.0,0.0,10511,0,19.2,0.0,0.0,2022,9,September,35,245,Friday
2022-09-01,Guinguette,3625,0,0,0.0,0.0,3625,0,19.5,0.0,0.0,2022,9,September,35,244,Thursday
2022-09-01,Restaurant,2749,0,0,0.0,0.0,2749,0,19.5,0.0,0.0,2022,9,September,35,244,Thursday
2022-08-31,Guinguette,4333,0,0,0.0,0.0,4333,0,20.9,3.0,0.0,2022,8,August,35,243,Wednesday
2022-08-31,Le petit baigneur,138,0,0,0.0,0.0,138,0,20.9,3.0,0.0,2022,8,August,35,243,Wednesday
2022-08-31,Restaurant,13533,0,0,0.0,0.0,13533,0,20.9,3.0,0.0,2022,8,August,35,243,Wednesday
2022-08-30,Guinguette,1138,0,0,0.0,0.0,1138,0,21.0,0.0,0.0,2022,8,August,35,242,Tuesday
2022-08-29,Guinguette,6667,0,0,0.0,0.0,6667,0,22.3,0.0,0.0,2022,8,August,35,241,Monday
2022-08-29,Le petit baigneur,590,0,0,0.0,0.0,590,0,22.3,0.0,0.0,2022,8,August,35,241,Monday
2022-08-28,Guinguette,9542,0,0,0.0,0.0,9542,0,21.1,0.0,0.0,2022,8,August,34,240,Sunday
2022-08-28,Le petit baigneur,1215,0,0,0.0,0.0,1215,0,21.1,0.0,0.0,2022,8,August,34,240,Sunday
2022-08-28,Restaurant,4433,0,0,0.0,0.0,4433,0,21.1,0.0,0.0,2022,8,August,34,240,Sunday
2022-08-27,Guinguette,10335,0,0,0.0,0.0,10335,0,20.9,0.0,0.0,2022,8,August,34,239,Saturday
2022-08-27,Le petit baigneur,763,0,0,0.0,0.0,763,0,20.9,0.0,0.0,2022,8,August,34,239,Saturday
2022-08-27,Restaurant,3826,0,0,0.0,0.0,3826,0,20.9,0.0,0.0,2022,8,August,34,239,Saturday
2022-08-26,Guinguette,3439,0,0,0.0,0.0,3439,0,20.7,1.0,0.0,2022,8,August,34,238,Friday
2022-08-26,Restaurant,4467,0,0,0.0,0.0,4467,0,20.7,1.0,0.0,2022,8,August,34,238,Friday
2022-08-25,Guinguette,10260,0,0,0.0,0.0,10260,0,22.9,0.0,0.0,2022,8,August,34,237,Thursday
2022-08-25,Le petit baigneur,991,0,0,0.0,0.0,991,0,22.9,0.0,0.0,2022,8,August,34,237,Thursday
2022-08-25,Restaurant,5100,0,0,0.0,0.0,5100,0,22.9,0.0,0.0,2022,8,August,34,237,Thursday
2022-08-24,Guinguette,8724,0,0,0.0,0.0,8724,0,21.8,0.0,0.0,2022,8,August,34,236,Wednesday
2022-08-24,Le petit baigneur,1034,0,0,0.0,0.0,1034,0,21.8,0.0,0.0,2022,8,August,34,236,Wednesday
2022-08-24,Restaurant,4200,0,0,0.0,0.0,4200,0,21.8,0.0,0.0,2022,8,August,34,236,Wednesday
2022-08-23,Guinguette,8424,0,0,0.0,0.0,8424,0,21.4,0.0,0.0,2022,8,August,34,235,Tuesday
2022-08-23,Le petit baigneur,817,0,0,0.0,0.0,817,0,21.4,0.0,0.0,2022,8,August,34,235,Tuesday
2022-08-22,Guinguette,7799,0,0,0.0,0.0,7799,0,20.8,0.0,0.0,2022,8,August,34,234,Monday
2022-08-22,Le petit baigneur,927,0,0,0.0,0.0,927,0,20.8,0.0,0.0,2022,8,August,34,234,Monday
2022-08-21,Guinguette,9612,0,0,0.0,0.0,9612,0,20.3,0.0,0.0,2022,8,August,33,233,Sunday
2022-08-21,Le petit baigneur,1719,0,0,0.0,0.0,1719,0,20.3,0.0,0.0,2022,8,August,33,233,Sunday
2022-08-21,Restaurant,4944,0,0,0.0,0.0,4944,0,20.3,0.0,0.0,2022,8,August,33,233,Sunday
2022-08-20,Guinguette,8094,0,0,0.0,0.0,8094,0,19.6,0.0,0.0,2022,8,August,33,232,Saturday
2022-08-20,Le petit baigneur,1158,0,0,0.0,0.0,1158,0,19.6,0.0,0.0,2022,8,August,33,232,Saturday
2022-08-20,Restaurant,5495,0,0,0.0,0.0,5495,0,19.6,0.0,0.0,2022,8,August,33,232,Saturday
2022-08-19,Restaurant,3945,0,0,0.0,0.0,3945,0,18.9,0.0,0.0,2022,8,August,33,231,Friday
2022-08-18,Restaurant,3873,0,0,0.0,0.0,3873,0,19.4,0.0,0.0,2022,8,August,33,230,Thursday
2022-08-17,Guinguette,2574,0,0,0.0,0.0,2574,0,22.0,0.0,0.0,2022,8,August,33,229,Wednesday
2022-08-17,Le petit baigneur,399,0,0,0.0,0.0,399,0,22.0,0.0,0.0,2022,8,August,33,229,Wednesday
2022-08-17,Restaurant,3588,0,0,0.0,0.0,3588,0,22.0,0.0,0.0,2022,8,August,33,229,Wednesday
2022-08-16,Guinguette,9873,0,0,0.0,0.0,9873,0,21.9,0.0,0.0,2022,8,August,33,228,Tuesday
2022-08-16,Le petit baigneur,1778,0,0,0.0,0.0,1778,0,21.9,0.0,0.0,2022,8,August,33,228,Tuesday
2022-08-15,Guinguette,7330,0,0,0.0,0.0,7330,0,19.4,0.0,0.0,2022,8,August,33,227,Monday
2022-08-15,Le petit baigneur,995,0,0,0.0,0.0,995,0,19.4,0.0,0.0,2022,8,August,33,227,Monday
2022-08-14,Restaurant,4562,0,0,0.0,0.0,4562,0,18.0,13.5,0.0,2022,8,August,32,226,Sunday
2022-08-13,Guinguette,11054,0,0,0.0,0.0,11054,0,24.1,0.0,0.0,2022,8,August,32,225,Saturday
2022-08-13,Le petit baigneur,2092,0,0,0.0,0.0,2092,0,24.1,0.0,0.0,2022,8,August,32,225,Saturday
2022-08-13,Restaurant,4238,0,0,0.0,0.0,4238,0,24.1,0.0,0.0,2022,8,August,32,225,Saturday
2022-08-12,Guinguette,9749,0,0,0.0,0.0,9749,0,25.2,0.0,0.0,2022,8,August,32,224,Friday
2022-08-12,Le petit baigneur,1066,0,0,0.0,0.0,1066,0,25.2,0.0,0.0,2022,8,August,32,224,Friday
2022-08-12,Restaurant,4216,0,0,0.0,0.0,4216,0,25.2,0.0,0.0,2022,8,August,32,224,Friday
2022-08-11,Guinguette,9582,0,0,0.0,0.0,9582,0,24.8,0.0,0.0,2022,8,August,32,223,Thursday
2022-08-11,Le petit baigneur,1312,0,0,0.0,0.0,1312,0,24.8,0.0,0.0,2022,8,August,32,223,Thursday
2022-08-11,Restaurant,3908,0,0,0.0,0.0,3908,0,24.8,0.0,0.0,2022,8,August,32,223,Thursday
2022-08-10,Guinguette,9006,0,0,0.0,0.0,9006,0,24.3,0.0,0.0,2022,8,August,32,222,Wednesday
2022-08-10,Le petit baigneur,1402,0,0,0.0,0.0,1402,0,24.3,0.0,0.0,2022,8,August,32,222,Wednesday
2022-08-10,Restaurant,4290,0,0,0.0,0.0,4290,0,24.3,0.0,0.0,2022,8,August,32,222,Wednesday
2022-08-09,Guinguette,9102,0,0,0.0,0.0,9102,0,23.9,0.0,0.0,2022,8,August,32,221,Tuesday
2022-08-09,Le petit baigneur,1506,0,0,0.0,0.0,1506,0,23.9,0.0,0.0,2022,8,August,32,221,Tuesday
2022-08-08,Guinguette,8565,0,0,0.0,0.0,8565,0,23.2,0.0,0.0,2022,8,August,32,220,Monday
2022-08-08,Le petit baigneur,1672,0,0,0.0,0.0,1672,0,23.2,0.0,0.0,2022,8,August,32,220,Monday
2022-08-07,Guinguette,9178,0,0,0.0,0.0,9178,0,22.3,0.0,0.0,2022,8,August,31,219,Sunday
2022-08-07,Le petit baigneur,1694,0,0,0.0,0.0,1694,0,22.3,0.0,0.0,2022,8,August,31,219,Sunday
2022-08-07,Restaurant,4720,0,0,0.0,0.0,4720,0,22.3,0.0,0.0,2022,8,August,31,219,Sunday
2022-08-06,Guinguette,7240,0,0,0.0,0.0,7240,0,22.9,0.0,0.0,2022,8,August,31,218,Saturday
2022-08-06,Le petit baigneur,1071,0,0,0.0,0.0,1071,0,22.9,0.0,0.0,2022,8,August,31,218,Saturday
2022-08-06,Restaurant,4047,0,0,0.0,0.0,4047,0,22.9,0.0,0.0,2022,8,August,31,218,Saturday
2022-08-05,Guinguette,3623,0,0,0.0,0.0,3623,0,25.8,0.0,0.0,2022,8,August,31,217,Friday
2022-08-05,Le petit baigneur,828,0,0,0.0,0.0,828,0,25.8,0.0,0.0,2022,8,August,31,217,Friday
2022-08-05,Restaurant,3281,0,0,0.0,0.0,3281,0,25.8,0.0,0.0,2022,8,August,31,217,Friday
2022-08-04,Guinguette,8684,0,0,0.0,0.0,8684,0,28.0,0.0,0.0,2022,8,August,31,216,Thursday
2022-08-04,Le petit baigneur,1190,0,0,0.0,0.0,1190,0,28.0,0.0,0.0,2022,8,August,31,216,Thursday
2022-08-04,Restaurant,4192,0,0,0.0,0.0,4192,0,28.0,0.0,0.0,2022,8,August,31,216,Thursday
2022-08-03,Guinguette,8885,0,0,0.0,0.0,8885,0,26.3,0.0,0.0,2022,8,August,31,215,Wednesday
2022-08-03,Le petit baigneur,1414,0,0,0.0,0.0,1414,0,26.3,0.0,0.0,2022,8,August,31,215,Wednesday
2022-08-03,Restaurant,4017,0,0,0.0,0.0,4017,0,26.3,0.0,0.0,2022,8,August,31,215,Wednesday
2022-08-02,Guinguette,8531,0,0,0.0,0.0,8531,0,24.8,0.0,0.0,2022,8,August,31,214,Tuesday
2022-08-02,Le petit baigneur,1620,0,0,0.0,0.0,1620,0,24.8,0.0,0.0,2022,8,August,31,214,Tuesday
2022-08-01,Guinguette,7924,0,0,0.0,0.0,7924,0,25.0,0.0,0.0,2022,8,August,31,213,Monday
2022-08-01,Le petit baigneur,1074,0,0,0.0,0.0,1074,0,25.0,0.0,0.0,2022,8,August,31,213,Monday
2022-07-31,Guinguette,9849,0,0,0.0,0.0,9849,0,24.0,0.0,0.0,2022,7,July,30,212,Sunday
2022-07-31,Le petit baigneur,1904,0,0,0.0,0.0,1904,0,24.0,0.0,0.0,2022,7,July,30,212,Sunday
2022-07-31,Restaurant,5118,0,0,0.0,0.0,5118,0,24.0,0.0,0.0,2022,7,July,30,212,Sunday
2022-07-30,Guinguette,9347,0,0,0.0,0.0,9347,0,22.1,0.0,0.0,2022,7,July,30,211,Saturday
2022-07-30,Le petit baigneur,1288,0,0,0.0,0.0,1288,0,22.1,0.0,0.0,2022,7,July,30,211,Saturday
2022-07-30,Restaurant,5857,0,0,0.0,0.0,5857,0,22.1,0.0,0.0,2022,7,July,30,211,Saturday
2022-07-29,Guinguette,9144,0,0,0.0,0.0,9144,0,19.9,0.0,0.0,2022,7,July,30,210,Friday
2022-07-29,Restaurant,3418,0,0,0.0,0.0,3418,0,19.9,0.0,0.0,2022,7,July,30,210,Friday
2022-07-28,Guinguette,7893,0,0,0.0,0.0,7893,0,22.9,0.0,0.0,2022,7,July,30,209,Thursday
2022-07-28,Le petit baigneur,1199,0,0,0.0,0.0,1199,0,22.9,0.0,0.0,2022,7,July,30,209,Thursday
2022-07-28,Restaurant,4018,0,0,0.0,0.0,4018,0,22.9,0.0,0.0,2022,7,July,30,209,Thursday
2022-07-27,Guinguette,7748,0,0,0.0,0.0,7748,0,23.2,0.0,0.0,2022,7,July,30,208,Wednesday
2022-07-27,Le petit baigneur,759,0,0,0.0,0.0,759,0,23.2,0.0,0.0,2022,7,July,30,208,Wednesday
2022-07-27,Restaurant,3809,0,0,0.0,0.0,3809,0,23.2,0.0,0.0,2022,7,July,30,208,Wednesday
2022-07-26,Guinguette,8206,0,0,0.0,0.0,8206,0,24.1,0.4,0.0,2022,7,July,30,207,Tuesday
2022-07-26,Le petit baigneur,974,0,0,0.0,0.0,974,0,24.1,0.4,0.0,2022,7,July,30,207,Tuesday
2022-07-25,Guinguette,7165,0,0,0.0,0.0,7165,0,26.0,0.0,0.0,2022,7,July,30,206,Monday
2022-07-25,Le petit baigneur,712,0,0,0.0,0.0,712,0,26.0,0.0,0.0,2022,7,July,30,206,Monday
2022-07-24,Guinguette,10098,0,0,0.0,0.0,10098,0,25.4,0.0,0.0,2022,7,July,29,205,Sunday
2022-07-24,Le petit baigneur,1964,0,0,0.0,0.0,1964,0,25.4,0.0,0.0,2022,7,July,29,205,Sunday
2022-07-24,Restaurant,6777,0,0,0.0,0.0,6777,0,25.4,0.0,0.0,2022,7,July,29,205,Sunday
2022-07-23,Guinguette,8866,0,0,0.0,0.0,8866,0,25.4,0.0,0.0,2022,7,July,29,204,Saturday
2022-07-23,Le petit baigneur,1387,0,0,0.0,0.0,1387,0,25.4,0.0,0.0,2022,7,July,29,204,Saturday
2022-07-23,Restaurant,4228,0,0,0.0,0.0,4228,0,25.4,0.0,0.0,2022,7,July,29,204,Saturday
2022-07-22,Guinguette,1914,0,0,0.0,0.0,1914,0,26.2,0.0,0.0,2022,7,July,29,203,Friday
2022-07-22,Le petit baigneur,1071,0,0,0.0,0.0,1071,0,26.2,0.0,0.0,2022,7,July,29,203,Friday
2022-07-22,Restaurant,46480,0,0,0.0,0.0,46480,0,26.2,0.0,0.0,2022,7,July,29,203,Friday
2022-07-21,Guinguette,7430,0,0,0.0,0.0,7430,0,26.0,0.0,0.0,2022,7,July,29,202,Thursday
2022-07-21,Le petit baigneur,809,0,0,0.0,0.0,809,0,26.0,0.0,0.0,2022,7,July,29,202,Thursday
2022-07-21,Restaurant,4992,0,0,0.0,0.0,4992,0,26.0,0.0,0.0,2022,7,July,29,202,Thursday
2022-07-20,Guinguette,5660,0,0,0.0,0.0,5660,0,27.9,1.8,0.0,2022,7,July,29,201,Wednesday
2022-07-20,Le petit baigneur,635,0,0,0.0,0.0,635,0,27.9,1.8,0.0,2022,7,July,29,201,Wednesday
2022-07-20,Restaurant,4316,0,0,0.0,0.0,4316,0,27.9,1.8,0.0,2022,7,July,29,201,Wednesday
2022-07-19,Guinguette,4444,0,0,0.0,0.0,4444,0,27.4,0.0,0.0,2022,7,July,29,200,Tuesday
2022-07-19,Le petit baigneur,703,0,0,0.0,0.0,703,0,27.4,0.0,0.0,2022,7,July,29,200,Tuesday
2022-07-18,Guinguette,6889,0,0,0.0,0.0,6889,0,25.6,0.0,0.0,2022,7,July,29,199,Monday
2022-07-18,Le petit baigneur,788,0,0,0.0,0.0,788,0,25.6,0.0,0.0,2022,7,July,29,199,Monday
2022-07-18,Restaurant,1714,0,0,0.0,0.0,1714,0,25.6,0.0,0.0,2022,7,July,29,199,Monday
2022-07-17,Guinguette,9282,0,0,0.0,0.0,9282,0,24.4,0.0,0.0,2022,7,July,28,198,Sunday
2022-07-17,Le petit baigneur,1944,0,0,0.0,0.0,1944,0,24.4,0.0,0.0,2022,7,July,28,198,Sunday
2022-07-17,Restaurant,5878,0,0,0.0,0.0,5878,0,24.4,0.0,0.0,2022,7,July,28,198,Sunday
2022-07-16,Guinguette,10263,0,0,0.0,0.0,10263,0,24.4,0.0,0.0,2022,7,July,28,197,Saturday
2022-07-16,Le petit baigneur,2201,0,0,0.0,0.0,2201,0,24.4,0.0,0.0,2022,7,July,28,197,Saturday
2022-07-16,Restaurant,8670,0,0,0.0,0.0,8670,0,24.4,0.0,0.0,2022,7,July,28,197,Saturday
2022-07-15,Guinguette,9592,0,0,0.0,0.0,9592,0,25.0,0.0,0.0,2022,7,July,28,196,Friday
2022-07-15,Le petit baigneur,1668,0,0,0.0,0.0,1668,0,25.0,0.0,0.0,2022,7,July,28,196,Friday
2022-07-15,Restaurant,4448,0,0,0.0,0.0,4448,0,25.0,0.0,0.0,2022,7,July,28,196,Friday
2022-07-14,Guinguette,9114,0,0,0.0,0.0,9114,0,26.0,0.0,0.0,2022,7,July,28,195,Thursday
2022-07-14,Le petit baigneur,1785,0,0,0.0,0.0,1785,0,26.0,0.0,0.0,2022,7,July,28,195,Thursday
2022-07-14,Restaurant,4822,0,0,0.0,0.0,4822,0,26.0,0.0,0.0,2022,7,July,28,195,Thursday
2022-07-13,Guinguette,5599,0,0,0.0,0.0,5599,0,23.8,0.0,0.0,2022,7,July,28,194,Wednesday
2022-07-13,Le petit baigneur,653,0,0,0.0,0.0,653,0,23.8,0.0,0.0,2022,7,July,28,194,Wednesday
2022-07-13,Restaurant,2078,0,0,0.0,0.0,2078,0,23.8,0.0,0.0,2022,7,July,28,194,Wednesday
2022-07-12,Guinguette,5487,0,0,0.0,0.0,5487,0,23.1,0.0,0.0,2022,7,July,28,193,Tuesday
2022-07-12,Le petit baigneur,649,0,0,0.0,0.0,649,0,23.1,0.0,0.0,2022,7,July,28,193,Tuesday
2022-07-11,Guinguette,5629,0,0,0.0,0.0,5629,0,22.4,0.0,0.0,2022,7,July,28,192,Monday
2022-07-11,Le petit baigneur,648,0,0,0.0,0.0,648,0,22.4,0.0,0.0,2022,7,July,28,192,Monday
2022-07-11,Restaurant,1832,0,0,0.0,0.0,1832,0,22.4,0.0,0.0,2022,7,July,28,192,Monday
2022-07-10,Guinguette,7817,0,0,0.0,0.0,7817,0,22.7,0.0,0.0,2022,7,July,27,191,Sunday
2022-07-10,Le petit baigneur,1624,0,0,0.0,0.0,1624,0,22.7,0.0,0.0,2022,7,July,27,191,Sunday
2022-07-10,Restaurant,6296,0,0,0.0,0.0,6296,0,22.7,0.0,0.0,2022,7,July,27,191,Sunday
2022-07-09,Guinguette,8810,0,0,0.0,0.0,8810,0,21.6,0.0,0.0,2022,7,July,27,190,Saturday
2022-07-09,Le petit baigneur,1071,0,0,0.0,0.0,1071,0,21.6,0.0,0.0,2022,7,July,27,190,Saturday
2022-07-09,Restaurant,5313,0,0,0.0,0.0,5313,0,21.6,0.0,0.0,2022,7,July,27,190,Saturday
2022-07-08,Guinguette,4583,0,0,0.0,0.0,4583,0,21.2,0.0,0.0,2022,7,July,27,189,Friday
2022-07-08,Le petit baigneur,429,0,0,0.0,0.0,429,0,21.2,0.0,0.0,2022,7,July,27,189,Friday
2022-07-08,Restaurant,4291,0,0,0.0,0.0,4291,0,21.2,0.0,0.0,2022,7,July,27,189,Friday
2022-07-07,Guinguette,4911,0,0,0.0,0.0,4911,0,21.1,0.0,0.0,2022,7,July,27,188,Thursday
2022-07-07,Le petit baigneur,373,0,0,0.0,0.0,373,0,21.1,0.0,0.0,2022,7,July,27,188,Thursday
2022-07-07,Restaurant,9567,0,0,0.0,0.0,9567,0,21.1,0.0,0.0,2022,7,July,27,188,Thursday
2022-07-06,Guinguette,5377,0,0,0.0,0.0,5377,0,21.9,0.0,0.0,2022,7,July,27,187,Wednesday
2022-07-06,Le petit baigneur,575,0,0,0.0,0.0,575,0,21.9,0.0,0.0,2022,7,July,27,187,Wednesday
2022-07-06,Restaurant,5237,0,0,0.0,0.0,5237,0,21.9,0.0,0.0,2022,7,July,27,187,Wednesday
2022-07-05,Guinguette,4597,0,0,0.0,0.0,4597,0,22.3,0.0,0.0,2022,7,July,27,186,Tuesday
2022-07-04,Restaurant,3213,0,0,0.0,0.0,3213,0,23.0,0.0,0.0,2022,7,July,27,185,Monday
2022-07-03,Guinguette,8357,0,0,0.0,0.0,8357,0,23.2,0.0,0.0,2022,7,July,26,184,Sunday
2022-07-03,Le petit baigneur,1603,0,0,0.0,0.0,1603,0,23.2,0.0,0.0,2022,7,July,26,184,Sunday
2022-07-03,Restaurant,6797,0,0,0.0,0.0,6797,0,23.2,0.0,0.0,2022,7,July,26,184,Sunday
2022-07-02,Guinguette,8030,0,0,0.0,0.0,8030,0,19.8,0.0,0.0,2022,7,July,26,183,Saturday
2022-07-02,Le petit baigneur,1162,0,0,0.0,0.0,1162,0,19.8,0.0,0.0,2022,7,July,26,183,Saturday
2022-07-02,Restaurant,5631,0,0,0.0,0.0,5631,0,19.8,0.0,0.0,2022,7,July,26,183,Saturday
2022-07-01,Guinguette,3805,0,0,0.0,0.0,3805,0,17.4,4.6,0.0,2022,7,July,26,182,Friday
2022-07-01,Restaurant,13551,0,0,0.0,0.0,13551,0,17.4,4.6,0.0,2022,7,July,26,182,Friday
2022-06-30,Guinguette,1745,0,0,0.0,0.0,1745,0,21.0,19.3,0.0,2022,6,June,26,181,Thursday
2022-06-30,Restaurant,11476,0,0,0.0,0.0,11476,0,21.0,19.3,0.0,2022,6,June,26,181,Thursday
